,row_number,Timestamp,Resource,User,Action,is_anomaly,decision_scores,Cluster
1003,1003,0.0,15,998,2,1,0.04531568843440925,2
1004,1004,0.0,14,601,1,1,0.04520415739064976,2
1005,1005,0.0,11,2182,3,1,0.012656160071637834,2
1006,1006,0.0,14,1538,4,1,0.031802741862469786,2
1007,1007,0.0,14,2209,0,0,-0.03172882028089352,2
1008,1008,0.0,11,1717,0,1,0.007224654665974439,2
1009,1009,0.0,11,735,2,1,0.059752428989397366,2
1010,1010,0.0,14,315,3,1,0.04515883230334505,2
1011,1011,0.0,11,886,2,1,0.06587346044308406,2
1012,1012,0.0,3,1079,2,1,0.03971021013815823,2
1013,1013,0.0,11,2214,0,0,-0.03913137139656975,2
1014,1014,0.0,3,1505,2,1,0.04290438087348136,2
1015,1015,0.0,14,31,3,1,0.005660189637980095,2
1016,1016,0.0,11,1287,2,1,0.06445315384835243,2
1017,1017,0.0,15,6,4,0,-0.0331621138049667,2
1018,1018,0.0,14,33,3,1,0.005660189637980095,2
1019,1019,0.0,15,1312,1,1,0.032923374277254114,2
1020,1020,0.0,14,1690,2,1,0.053901057419069864,2
1021,1021,0.0,15,5,2,0,-0.01723865661375068,2
1022,1022,0.0,14,1533,2,1,0.05911484196197597,2
1023,1023,0.0,14,254,2,1,0.03393409293283001,2
1024,1024,0.0,15,857,2,1,0.04927014646943523,2
1025,1025,0.0,11,375,0,1,0.006119600714494466,2
1026,1026,0.0,14,1867,4,1,0.027024347077692967,2
1027,1027,0.0,3,2181,4,0,-0.029949529794597085,2
1028,1028,0.0,11,691,3,1,0.05716497179715113,2
1029,1029,0.0,16,1313,2,1,0.03679655066738852,2
1030,1030,0.0,3,1249,3,1,0.047369859005452764,2
1031,1031,0.0,16,1451,1,1,0.015503729743357897,2
1032,1032,0.0,16,2239,0,0,-0.02599014089321683,2
1033,1033,0.0,3,1932,2,1,0.07254170058480597,2
1034,1034,0.0,16,2148,1,1,0.030381263903388245,2
1035,1035,0.0,11,411,3,1,0.07985880627326525,2
1036,1036,0.0,3,1384,1,1,0.08563899594257762,2
1037,1037,0.0,3,1994,3,1,0.072138908000899,2
1038,1038,0.0,11,742,3,1,0.09810956095576323,2
1039,1039,0.0,5,1407,0,1,0.022367771723401764,2
1040,1040,0.0,3,1895,3,1,0.0744834961679744,2
1041,1041,0.0,5,1764,0,1,0.01023115438747002,2
1042,1042,0.0,3,251,2,1,0.06070970512317264,2
1043,1043,0.0,5,2075,4,0,-0.007884173984145426,2
1044,1044,0.0,5,867,4,1,0.027424385308562726,2
1045,1045,0.0,16,12,1,1,0.005901027315331153,2
1046,1046,0.0,3,460,2,1,0.08156298692476366,2
1047,1047,0.0,3,1539,1,1,0.08113433175094426,2
1048,1048,0.0,3,1688,0,1,0.043708687362708054,2
1049,1049,0.0,8,877,2,1,0.0608105584402408,2
1050,1050,0.0,14,1715,0,1,0.04821856753479198,2
1051,1051,0.0,11,950,0,1,0.06644504636756093,2
1052,1052,0.0,8,789,0,1,0.018123647901865603,2
1053,1053,0.0,3,1897,3,1,0.0744834961679744,2
1054,1054,0.0,11,1557,0,1,0.055420566369774826,2
1055,1055,0.0,11,2164,3,1,0.05013659024720096,2
1056,1056,0.0,3,1174,1,1,0.08786009704244546,2
1057,1057,0.0,14,1295,4,1,0.06963251157488015,2
1058,1058,0.0,11,1220,3,1,0.10012585394864848,2
1059,1059,0.0,11,2141,1,1,0.04435971161504215,2
1060,1060,0.0,14,288,2,1,0.0791679387692566,2
1061,1061,0.0,11,1311,0,1,0.059636495038789095,2
1062,1062,0.0,16,1076,1,1,0.06913499621152164,2
1063,1063,0.0,11,1168,1,1,0.08435752680798897,2
1064,1064,0.0,14,1638,4,1,0.07281074692887862,2
1065,1065,0.0,11,1795,0,1,0.0533991323954941,2
1066,1066,0.0,11,1444,0,1,0.055763487738123785,2
1067,1067,0.0,14,19,0,1,0.006138057382204631,2
1068,1068,0.0,3,1660,3,1,0.09032391016631702,2
1069,1069,0.0,11,2098,0,1,0.0212602202688702,2
1070,1070,0.0,16,621,4,1,0.04833020591993292,2
1071,1071,0.0,3,2088,4,1,0.01648726108871168,2
1072,1072,0.0,16,748,4,1,0.05376016580107573,2
1073,1073,0.0,11,2000,4,1,0.04411678915925077,2
1074,1074,0.0,14,1950,4,1,0.05420093979008278,2
1075,1075,0.0,3,1665,3,1,0.08960214892499274,2
1076,1076,0.0,11,304,1,1,0.0607935312626261,2
1077,1077,0.0,16,2003,4,1,0.02908045377318713,2
1078,1078,0.0,16,1113,0,1,0.03580991107945508,2
1079,1079,0.0,3,1900,4,1,0.03210920672897055,2
1080,1080,0.0,14,357,2,1,0.08133575467120124,2
1081,1081,0.0,11,541,3,1,0.0858404955574063,2
1082,1082,0.0,11,1992,2,1,0.07229757845995527,2
1083,1083,0.0,14,1893,1,1,0.06801284233969812,2
1084,1084,0.0,3,1463,1,1,0.08522673829037253,2
1085,1085,0.0,11,467,2,1,0.08751281048977311,2
1086,1086,0.0,16,1430,1,1,0.061444999558033564,2
1087,1087,0.0,3,530,1,1,0.07394731371360258,2
1088,1088,0.0,16,1730,1,1,0.05520932688350311,2
1089,1089,0.0,14,78,4,1,0.012644162094723743,2
1090,1090,0.0,11,2140,3,1,0.0521764466623203,2
1091,1091,0.0,11,1980,3,1,0.06980700961377612,2
1092,1092,0.0,14,686,3,1,0.09998424123452576,2
1093,1093,0.0,11,2218,2,1,0.03809974687532591,2
1094,1094,0.0,3,127,3,1,0.04133408521431836,2
1095,1095,0.0,11,1808,4,1,0.05987731245136352,2
1096,1096,0.0,3,687,0,1,0.06402175997343201,2
1097,1097,0.0,3,651,2,1,0.08744610094345145,2
1098,1098,0.0,11,197,3,1,0.05853736729857956,2
1099,1099,0.0,16,1910,1,1,0.04819323114238866,2
1100,1100,0.0,3,2011,3,1,0.06798263868552834,2
1101,1101,0.0,11,625,2,1,0.09251933872226531,2
1102,1102,0.0,16,54,4,0,-0.0030271378862495313,2
1103,1103,0.0,11,451,4,1,0.049035629467488184,2
1104,1104,0.0,14,2055,3,1,0.06148692781522608,2
1105,1105,0.0,11,82,0,1,0.009868223445278823,2
1106,1106,0.0,14,307,0,1,0.036961554391359175,2
1107,1107,0.0,11,1159,1,1,0.08025413947810017,2
1108,1108,0.0,16,2136,4,1,0.013729293311954827,2
1109,1109,0.0,11,1670,3,1,0.09415781388912176,2
1110,1110,0.0,21,2176,3,0,-0.04968672388779438,2
1111,1111,0.0,11,2110,0,1,0.007084760279618907,2
1112,1112,0.0,21,1011,3,0,-0.025992287471394038,2
1113,1113,0.0,11,2059,3,1,0.05215480872289585,2
1114,1114,0.0,11,1397,2,1,0.08312145374078278,2
1115,1115,0.0,21,43,0,0,-0.07697177732824179,2
1116,1116,0.0,21,207,3,0,-0.04155220474115018,2
1117,1117,0.0,11,1580,2,1,0.07943294506684262,2
1118,1118,0.0,11,1794,1,1,0.06385357827497579,2
1119,1119,0.0,11,356,3,1,0.0700199679534102,2
1120,1120,0.0,3,1513,1,1,0.07258843809023552,2
1121,1121,0.0,11,1101,4,1,0.04831210113711465,2
1122,1122,0.0,16,2106,4,1,0.006566116016390011,2
1123,1123,0.0,3,209,2,1,0.049596952657384785,2
1124,1124,0.0,16,1233,4,1,0.04662680141789732,2
1125,1125,0.0,11,406,2,1,0.07091785956335278,2
1126,1126,0.0,14,2006,3,1,0.05954385115395028,2
1127,1127,0.0,3,281,2,1,0.05886492694947326,2
1128,1128,0.0,11,1842,1,1,0.058489458440746545,2
1129,1129,0.0,16,730,3,1,0.07044801347670099,2
1130,1130,0.0,3,424,4,1,0.024666877989557023,2
1131,1131,0.0,16,2061,4,1,0.014452656602398029,2
1132,1132,0.0,11,380,4,1,0.04436779031347737,2
1133,1133,0.0,18,1227,1,1,0.047671397756813616,2
1134,1134,0.0,18,571,4,1,0.013546910319240157,2
1135,1135,0.0,3,2162,1,1,0.021903390131197353,2
1136,1136,0.0,3,889,4,1,0.06120757637704993,2
1137,1137,0.0,16,1334,3,1,0.08233085952942476,2
1138,1138,0.0,11,67,1,1,0.03715770913480354,2
1139,1139,0.0,3,208,0,1,0.03571872631671946,2
1140,1140,0.0,3,710,0,1,0.07907087277772945,2
1141,1141,0.0,11,1465,0,1,0.06115220436786761,2
1142,1142,0.0,14,370,3,1,0.08152455730183428,2
1143,1143,0.0,3,1493,3,1,0.09055242402576236,2
1144,1144,0.0,14,967,1,1,0.09247951908025709,2
1145,1145,0.0,3,1353,3,1,0.09357782700333295,2
1146,1146,0.0,16,1040,4,1,0.053505377732569026,2
1147,1147,0.0,3,338,1,1,0.07446851476734251,2
1148,1148,0.0,16,1817,3,1,0.06929258201161143,2
1149,1149,0.0,3,1171,4,1,0.06060527167922325,2
1150,1150,0.0,16,1370,3,1,0.08762006034686881,2
1151,1151,0.0,3,1771,4,1,0.057179989300516765,2
1152,1152,0.0,2,2213,4,0,-0.012543485786470687,2
1153,1153,0.0,3,202,0,1,0.03662867064833941,2
1154,1154,0.0,16,2131,3,1,0.04319256664053439,2
1155,1155,0.0,3,1568,4,1,0.05586008975194806,2
1156,1156,0.0,16,1319,1,1,0.07287920739915521,2
1157,1157,0.0,3,1543,4,1,0.05939088437546142,2
1158,1158,0.0,5,1662,2,1,0.06814617583809668,2
1159,1159,0.0,3,1431,1,1,0.08743610158745785,2
1160,1160,0.0,5,2072,3,1,0.040349980407153985,2
1161,1161,0.0,5,1051,0,1,0.046326667395511834,2
1162,1162,0.0,5,606,3,1,0.0602690644457205,2
1163,1163,0.0,3,323,0,1,0.0630356198436432,2
1164,1164,0.0,11,1791,2,1,0.09967697881188364,2
1165,1165,0.0,3,2009,4,1,0.049989615112379704,2
1166,1166,0.0,3,2153,1,1,0.03493142309057673,2
1167,1167,0.0,11,2174,4,1,0.018374368115926742,2
1168,1168,0.0,14,990,2,1,0.11271862707507108,2
1169,1169,0.0,3,1083,2,1,0.10105753850005911,2
1170,1170,0.0,14,186,2,1,0.06385919839904347,2
1171,1171,0.0,3,1547,4,1,0.05839777550040859,2
1172,1172,0.0,16,1054,1,1,0.0794394641878794,2
1173,1173,0.0,3,1820,0,1,0.034517824195862246,2
1174,1174,0.0,16,915,3,1,0.0844294992934847,2
1175,1175,0.0,3,1138,1,1,0.0895307720371894,2
1176,1176,0.0,16,1368,2,1,0.09040005613638152,2
1177,1177,0.0,3,88,2,1,0.05349977345623058,2
1178,1178,0.0,11,1691,4,1,0.07056977994745306,2
1179,1179,0.0,18,942,1,1,0.06147238708821223,2
1180,1180,0.0,14,17,3,1,0.037151094215356895,2
1181,1181,0.0,11,1540,0,1,0.07489507818492125,2
1182,1182,0.0,16,383,1,1,0.07119182330742269,2
1183,1183,0.0,16,1140,1,1,0.0807448691722879,2
1184,1184,0.0,3,1461,2,1,0.10789813999639758,2
1185,1185,0.0,14,874,3,1,0.1092141089709196,2
1186,1186,0.0,11,1152,0,1,0.07614257559035481,2
1187,1187,0.0,18,1976,2,1,0.036182405853103394,2
1188,1188,0.0,11,1640,2,1,0.10520152689013423,2
1189,1189,0.0,18,2117,3,1,0.023243871423567986,2
1190,1190,0.0,3,1042,4,1,0.07635909377815103,2
1191,1191,0.0,18,1279,2,1,0.06551660286605959,2
1192,1192,0.0,3,1069,2,1,0.10645226446490358,2
1193,1193,0.0,16,2112,1,1,0.04131564164082124,2
1194,1194,0.0,3,1335,1,1,0.09710377057766473,2
1195,1195,0.0,11,1953,3,1,0.0821528536907109,2
1196,1196,0.0,3,1400,4,1,0.0712575571667311,2
1197,1197,0.0,5,542,4,1,0.02641779706371039,2
1198,1198,0.0,11,2073,2,1,0.0794970329374513,2
1199,1199,0.0,5,1369,3,1,0.07624440238027708,2
1200,1200,0.0,5,437,2,1,0.06390960521314365,2
1201,1201,0.0,11,395,0,1,0.05979969272576102,2
1202,1202,0.0,5,1420,0,1,0.038864102863354844,2
1203,1203,0.0,5,285,3,1,0.044722937361496795,2
1204,1204,0.0,5,334,4,1,0.017368348249505172,2
1205,1205,0.0,3,397,3,1,0.07737444726202347,2
1206,1206,0.0,11,1837,0,1,0.06361026191102465,2
1207,1207,0.0,3,1676,1,1,0.08983275033907934,2
1208,1208,0.0,14,1934,4,1,0.06345404096719831,2
1209,1209,0.0,3,1617,3,1,0.09729287819999738,2
1210,1210,0.0,14,2081,4,1,0.04714894907908829,2
1211,1211,0.0,16,1231,4,1,0.07090172595261196,2
1212,1212,0.0,3,1478,0,1,0.06316653489222374,2
1213,1213,0.0,3,1561,3,1,0.10255412670278857,2
1214,1214,0.0,18,143,0,0,-0.006071076935184161,2
1215,1215,0.0,16,463,1,1,0.07774563305998944,2
1216,1216,0.0,3,212,0,1,0.04444145617501616,2
1217,1217,0.0,0,273,2,1,0.020962354351145684,2
1218,1218,0.0,3,470,2,1,0.10078616510642618,2
1219,1219,0.0,16,767,0,1,0.06662799292353866,2
1220,1220,0.0,3,608,4,1,0.06678312814261433,2
1221,1221,0.0,3,1443,2,1,0.10800190064080673,2
1222,1222,0.0,3,1740,2,1,0.0963929757990461,2
1223,1223,0.0,18,595,3,1,0.06168540827691821,2
1224,1224,0.0,18,263,2,1,0.049929400868610196,2
1225,1225,0.0,3,210,0,1,0.04485278559642236,2
1226,1226,0.0,18,200,0,1,0.0041805289577373506,2
1227,1227,0.0,3,1796,2,1,0.09880913861788143,2
1228,1228,0.0,16,156,0,1,0.01722989457881874,2
1229,1229,0.0,11,1163,4,1,0.07676263863929572,2
1230,1230,0.0,3,593,4,1,0.06363071767687872,2
1231,1231,0.0,3,2137,2,1,0.07170773902385036,2
1232,1232,0.0,11,974,3,1,0.11090777316589057,2
1233,1233,0.0,3,418,0,1,0.06700003421302964,2
1234,1234,0.0,5,417,0,1,0.030600639702949572,2
1235,1235,0.0,18,1458,0,1,0.0250841511401676,2
1236,1236,0.0,3,1912,1,1,0.06890315497191851,2
1237,1237,0.0,11,1726,4,1,0.07051499473007145,2
1238,1238,0.0,18,449,0,1,0.020628423190683365,2
1239,1239,0.0,15,669,2,1,0.09801039071677442,2
1240,1240,0.0,15,1548,2,1,0.09492859833455786,2
1241,1241,0.0,14,1718,1,1,0.0830378578901258,2
1242,1242,0.0,11,2033,4,1,0.05219111674175303,2
1243,1243,0.0,11,309,2,1,0.09487863956766279,2
1244,1244,0.0,18,762,3,1,0.0637378032794374,2
1245,1245,0.0,0,1937,4,0,-0.001071168164027414,2
1246,1246,0.0,3,16,3,1,0.0355216852278879,2
1247,1247,0.0,3,1767,4,1,0.06821893754105285,2
1248,1248,0.0,18,267,4,1,0.008231346135867512,2
1249,1249,0.0,0,1197,4,1,0.0069743496443119835,2
1250,1250,0.0,3,428,1,1,0.08842602304338026,2
1251,1251,0.0,3,2195,3,1,0.054418794326682784,2
1252,1252,0.0,5,2087,1,1,0.0372461407487088,2
1253,1253,0.0,3,1970,2,1,0.08398285620833418,2
1254,1254,0.0,5,1316,1,1,0.07205384807810833,2
1255,1255,0.0,14,1902,4,1,0.07185964794188271,2
1256,1256,0.0,11,1998,3,1,0.08526138708103537,2
1257,1257,0.0,11,711,4,1,0.07462475084471781,2
1258,1258,0.0,3,624,4,1,0.06671557592969235,2
1259,1259,0.0,14,989,2,1,0.11713857023652463,2
1260,1260,0.0,11,1944,1,1,0.07876946494299897,2
1261,1261,0.0,11,995,0,1,0.08852479318032386,2
1262,1262,0.0,16,412,0,1,0.04706549613779587,2
1263,1263,0.0,14,2041,1,1,0.06680750736874236,2
1264,1264,0.0,11,1469,4,1,0.07697651682672191,2
1265,1265,0.0,5,1041,2,1,0.0762170020783241,2
1266,1266,0.0,11,76,0,1,0.030592941108894545,2
1267,1267,0.0,11,1073,2,1,0.1198129802478522,2
1268,1268,0.0,5,1873,3,1,0.056903316639467905,2
1269,1269,0.0,5,259,2,1,0.056878709191442445,2
1270,1270,0.0,5,1064,0,1,0.0495624078457631,2
1271,1271,0.0,3,1810,3,1,0.09627093760727568,2
1272,1272,0.0,11,132,4,1,0.03367055108111572,2
1273,1273,0.0,3,1222,1,1,0.09994718204258612,2
1274,1274,0.0,16,1760,0,1,0.04693643385985624,2
1275,1275,0.0,3,528,4,1,0.05852159270733481,2
1276,1276,0.0,14,1942,4,1,0.06726939695303241,2
1277,1277,0.0,14,1137,2,1,0.11685418496894451,2
1278,1278,0.0,14,404,3,1,0.09804431154590676,2
1279,1279,0.0,3,1748,0,1,0.04881163663053345,2
1280,1280,0.0,14,170,4,1,0.04132331489338181,2
1281,1281,0.0,3,178,3,1,0.05845951475889072,2
1282,1282,0.0,14,2183,2,1,0.0639675951482857,2
1283,1283,0.0,14,1305,3,1,0.1145549660311111,2
1284,1284,0.0,3,1582,2,1,0.10471728246852557,2
1285,1285,0.0,14,1005,1,1,0.10882831624935146,2
1286,1286,0.0,3,465,2,1,0.10088397068559252,2
1287,1287,0.0,3,148,4,1,0.03138410234022404,2
1288,1288,0.0,14,1306,2,1,0.1160843320149621,2
1289,1289,0.0,14,1755,0,1,0.06508568051473479,2
1290,1290,0.0,3,113,2,1,0.0655591937308117,2
1291,1291,0.0,14,559,3,1,0.10597407825208799,2
1292,1292,0.0,3,860,1,1,0.1022970458255607,2
1293,1293,0.0,3,1341,1,1,0.09982172560958258,2
1294,1294,0.0,3,474,3,1,0.08955640694765787,2
1295,1295,0.0,3,732,3,1,0.10456756269019529,2
1296,1296,0.0,14,2152,4,1,0.03458635342125871,2
1297,1297,0.0,3,1951,2,1,0.086838165374782,2
1298,1298,0.0,3,954,2,1,0.11382705408534433,2
1299,1299,0.0,18,1235,0,1,0.03186119038857982,2
1300,1300,0.0,14,163,4,1,0.04098027414447092,2
1301,1301,0.0,18,1457,0,1,0.025498774545809955,2
1302,1302,0.0,18,2107,4,0,-0.00581517873437476,2
1303,1303,0.0,14,1961,1,1,0.07463237989051863,2
1304,1304,0.0,18,176,1,1,0.02550309439964804,2
1305,1305,0.0,3,1840,1,1,0.08126360897900764,2
1306,1306,0.0,14,1328,4,1,0.08606363708767573,2
1307,1307,0.0,3,64,1,1,0.044239331027498996,2
1308,1308,0.0,14,1388,4,1,0.0882482638728097,2
1309,1309,0.0,3,565,3,1,0.0950946838503352,2
1310,1310,0.0,14,446,0,1,0.06707057607446842,2
1311,1311,0.0,3,1117,2,1,0.10561257670516183,2
1312,1312,0.0,3,1169,4,1,0.07745052604631397,2
1313,1313,0.0,14,1358,0,1,0.07444704081607406,2
1314,1314,0.0,14,472,1,1,0.09753193142148775,2
1315,1315,0.0,3,773,2,1,0.11284429600550744,2
1316,1316,0.0,14,1264,0,1,0.07464872428249025,2
1317,1317,0.0,3,1502,0,1,0.06532759113120029,2
1318,1318,0.0,14,1342,0,1,0.07444704081607406,2
1319,1319,0.0,3,250,3,1,0.07164892258688244,2
1320,1320,0.0,3,1405,0,1,0.06623398392293761,2
1321,1321,0.0,14,685,1,1,0.1070140355897744,2
1322,1322,0.0,14,1498,0,1,0.06993081913285376,2
1323,1323,0.0,3,1229,4,1,0.08057379052261765,2
1324,1324,0.0,14,1424,2,1,0.11449740521739388,2
1325,1325,0.0,3,2102,3,1,0.06796505955039472,2
1326,1326,0.0,14,637,4,1,0.08363674771474505,2
1327,1327,0.0,3,955,0,1,0.08322335782252732,2
1328,1328,0.0,3,387,0,1,0.06589479651562569,2
1329,1329,0.0,14,87,2,1,0.05622493485090896,2
1330,1330,0.0,14,779,2,1,0.12224638080209788,2
1331,1331,0.0,3,746,0,1,0.08659220175029014,2
1332,1332,0.0,14,1620,3,1,0.10874602292999491,2
1333,1333,0.0,3,2123,2,1,0.07354025757170862,2
1334,1334,0.0,14,1104,4,1,0.08549328631859326,2
1335,1335,0.0,3,73,2,1,0.055718878853153464,2
1336,1336,0.0,14,1644,4,1,0.08713360738393722,2
1337,1337,0.0,3,328,0,1,0.06622745026120519,2
1338,1338,0.0,14,265,3,1,0.0864323758781751,2
1339,1339,0.0,3,2050,4,1,0.04387598699543549,2
1340,1340,0.0,3,2130,1,1,0.04814432524118861,2
1341,1341,0.0,14,1499,3,1,0.11342778979197088,2
1342,1342,0.0,16,1860,0,1,0.03700861833383118,2
1343,1343,0.0,3,1803,3,1,0.09627093760727568,2
1344,1344,0.0,14,1015,1,1,0.10882831624935146,2
1345,1345,0.0,18,91,0,0,-0.013676967985609356,2
1346,1346,0.0,18,126,0,0,-0.00524983952083069,2
1347,1347,0.0,18,1763,0,1,0.020932189796154965,2
1348,1348,0.0,18,66,4,0,-0.01627889187951992,2
1349,1349,0.0,18,1018,1,1,0.06082223338912146,2
1350,1350,0.0,18,1518,1,1,0.05128789148958923,2
1351,1351,0.0,18,1282,2,1,0.06990410342094217,2
1352,1352,0.0,18,1892,0,1,0.01325594122936602,2
1353,1353,0.0,18,413,4,1,0.02061180295837506,2
1354,1354,0.0,14,802,1,1,0.10871017715162751,2
1355,1355,0.0,18,1414,2,1,0.07168076116041511,2
1356,1356,0.0,14,299,2,1,0.09213219842233183,2
1357,1357,0.0,18,1609,0,1,0.024011299781969586,2
1358,1358,0.0,18,652,3,1,0.0628015890514097,2
1359,1359,0.0,14,1255,3,1,0.11460542650665084,2
1360,1360,0.0,14,205,4,1,0.04315241655219504,2
1361,1361,0.0,18,23,4,0,-0.023612032557267404,2
1362,1362,0.0,14,1623,2,1,0.10781871388154962,2
1363,1363,0.0,18,1559,0,1,0.022169734889763593,2
1364,1364,0.0,18,2225,2,1,0.008613415262407442,2
1365,1365,0.0,14,141,0,1,0.035163721431116346,2
1366,1366,0.0,18,963,2,1,0.07204851404249907,2
1367,1367,0.0,3,145,3,1,0.058929915797793664,2
1368,1368,0.0,3,659,4,1,0.06937153338564511,2
1369,1369,0.0,18,775,1,1,0.058222260154488226,2
1370,1370,0.0,16,1608,4,1,0.06267110736217296,2
1371,1371,0.0,16,507,3,1,0.08398769353715907,2
1372,1372,0.0,3,1639,3,1,0.09755304186467317,2
1373,1373,0.0,3,26,3,1,0.0398122525221597,2
1374,1374,0.0,3,2127,0,1,0.004692454532577273,2
1375,1375,0.0,14,997,3,1,0.11113358467783402,2
1376,1376,0.0,15,1143,2,1,0.10125831719452189,2
1377,1377,0.0,3,540,0,1,0.07467374964984252,2
1378,1378,0.0,0,1816,2,1,0.031392968995146764,2
1379,1379,0.0,16,1930,0,1,0.031105835368789414,2
1380,1380,0.0,3,199,4,1,0.03427028287365952,2
1381,1381,0.0,0,918,1,1,0.03959498323906341,2
1382,1382,0.0,0,2191,3,0,-0.0025450491102015915,2
1383,1383,0.0,3,1785,4,1,0.06906686139463597,2
1384,1384,0.0,0,718,2,1,0.04284896021594309,2
1385,1385,0.0,4,488,0,1,0.04250157437224178,2
1386,1386,0.0,3,729,4,1,0.07944215991025094,2
1387,1387,0.0,4,761,1,1,0.08035461782764042,2
1388,1388,0.0,11,313,2,1,0.09836903137243846,2
1389,1389,0.0,11,2129,0,1,0.034313964533715935,2
1390,1390,0.0,4,2085,1,1,0.036689678072175935,2
1391,1391,0.0,4,1752,2,1,0.06962314238374234,2
1392,1392,0.0,16,1661,0,1,0.04786050543709708,2
1393,1393,0.0,11,531,1,1,0.09455683522036734,2
1394,1394,0.0,14,1118,4,1,0.08497799631416003,2
1395,1395,0.0,3,1116,2,1,0.10699623627238425,2
1396,1396,0.0,11,503,2,1,0.10905873441664887,2
1397,1397,0.0,3,575,4,1,0.06537279360162135,2
1398,1398,0.0,16,1401,0,1,0.05414410301151307,2
1399,1399,0.0,3,657,0,1,0.08032665733010225,2
1400,1400,0.0,4,2200,3,1,0.02979826134202579,2
1401,1401,0.0,11,1124,4,1,0.07489906241276811,2
1402,1402,0.0,3,2222,3,1,0.04611616402851193,2
1403,1403,0.0,3,368,0,1,0.06671774025157784,2
1404,1404,0.0,11,1127,2,1,0.11871615255674972,2
1405,1405,0.0,16,911,0,1,0.06398132058439349,2
1406,1406,0.0,3,2015,2,1,0.08691271449206373,2
1407,1407,0.0,18,759,2,1,0.07571197460051238,2
1408,1408,0.0,18,1664,0,1,0.022768394997680352,2
1409,1409,0.0,18,1621,1,1,0.0495893240858688,2
1410,1410,0.0,3,861,0,1,0.08644085504207671,2
1411,1411,0.0,11,837,0,1,0.09004829566528982,2
1412,1412,0.0,3,1036,4,1,0.08256209305119216,2
1413,1413,0.0,11,220,3,1,0.07736116489337391,2
1414,1414,0.0,3,620,1,1,0.09824307170554852,2
1415,1415,0.0,11,865,4,1,0.07950571856868838,2
1416,1416,0.0,3,663,3,1,0.09955134770068136,2
1417,1417,0.0,3,266,3,1,0.07649886869962147,2
1418,1418,0.0,11,922,0,1,0.090438988791115,2
1419,1419,0.0,11,409,4,1,0.05763915076823045,2
1420,1420,0.0,3,561,2,1,0.10532087929889056,2
1421,1421,0.0,3,812,3,1,0.10767895942513211,2
1422,1422,0.0,11,2108,3,1,0.06590428687220962,2
1423,1423,0.0,3,106,2,1,0.06468725631511724,2
1424,1424,0.0,16,1926,4,1,0.047643028757668904,2
1425,1425,0.0,10,713,4,1,0.06588652025823749,2
1426,1426,0.0,16,2120,1,1,0.0453398243815919,2
1427,1427,0.0,14,1087,1,1,0.1095090663543471,2
1428,1428,0.0,11,1575,4,1,0.06822918816919521,2
1429,1429,0.0,18,1909,1,1,0.03514271933268831,2
1430,1430,0.0,11,583,2,1,0.11198433869994456,2
1431,1431,0.0,11,1634,1,1,0.09402019241235371,2
1432,1432,0.0,18,1056,1,1,0.06284681328392244,2
1433,1433,0.0,11,538,1,1,0.09293576888855914,2
1434,1434,0.0,14,1991,2,1,0.09317241576824492,2
1435,1435,0.0,14,236,3,1,0.07687402428356338,2
1436,1436,0.0,11,640,0,1,0.07775640559304076,2
1437,1437,0.0,18,326,4,1,0.010480344377479023,2
1438,1438,0.0,11,2017,1,1,0.07428328284717689,2
1439,1439,0.0,14,988,2,1,0.11909446899987047,2
1440,1440,0.0,18,92,1,1,0.010441916037589816,2
1441,1441,0.0,18,2023,0,1,0.006721053871980742,2
1442,1442,0.0,14,464,3,1,0.1035801539026307,2
1443,1443,0.0,18,1320,3,1,0.06443347444555181,2
1444,1444,0.0,3,1050,0,1,0.07997539444141433,2
1445,1445,0.0,0,1685,1,1,0.04069499563516776,2
1446,1446,0.0,3,1179,2,1,0.10585823187718074,2
1447,1447,0.0,0,784,2,1,0.04229586821800957,2
1448,1448,0.0,3,2150,2,1,0.07243805454825852,2
1449,1449,0.0,14,1864,1,1,0.0858914463018357,2
1450,1450,0.0,3,791,2,1,0.11271100738010503,2
1451,1451,0.0,14,548,3,1,0.10669595066465376,2
1452,1452,0.0,3,211,2,1,0.0726651377582278,2
1453,1453,0.0,3,1572,2,1,0.10562016709079569,2
1454,1454,0.0,14,725,2,1,0.12342487499365407,2
1455,1455,0.0,3,675,1,1,0.10079092608494561,2
1456,1456,0.0,14,301,4,1,0.05588909697159672,2
1457,1457,0.0,16,1085,2,1,0.09667587682762291,2
1458,1458,0.0,3,112,2,1,0.06331840629201574,2
1459,1459,0.0,3,1329,4,1,0.07562280721528647,2
1460,1460,0.0,11,1585,4,1,0.06888990345802443,2
1461,1461,0.0,3,111,2,1,0.06151649448501595,2
1462,1462,0.0,16,1072,1,1,0.08787957289177456,2
1463,1463,0.0,3,403,0,1,0.06351003834510971,2
1464,1464,0.0,18,1834,3,1,0.047043019745492964,2
1465,1465,0.0,16,2083,3,1,0.05402565842844281,2
1466,1466,0.0,3,255,2,1,0.08104212377438857,2
1467,1467,0.0,18,1514,4,1,0.024778986870916286,2
1468,1468,0.0,14,613,4,1,0.0819879168781465,2
1469,1469,0.0,18,157,4,0,-0.007031455417866983,2
1470,1470,0.0,14,1495,4,1,0.0811074513511384,2
1471,1471,0.0,3,873,1,1,0.101141505505503,2
1472,1472,0.0,18,1436,3,1,0.06143231043096625,2
1473,1473,0.0,3,553,1,1,0.09311059481456602,2
